gene,lfc,KO,annot,baseMean,log2FoldChange,lfcSE,pvalue,padj
Acropora_011643,-1.0025218016613904,K04659,semaphorin receptor binding,2409.778932920654,-1.0025218016613904,0.2747422267615834,4.272112338860389e-5,0.00238777685872261
Acropora_011703,0.05186598246342494,K06792,Low affinity immunoglobulin epsilon Fc receptor,11.611838226334529,0.05186598246342494,0.4355592017470584,8.292450705228928e-4,0.02665926477885691
Acropora_011717,0.03168546902003424,K09319,DNA binding,1.068813081155184,0.03168546902003424,0.4341826387665875,2.143207908218075e-7,3.179329201465117e-5
Acropora_011899,1.4825519040663515,K24936,NA,142.89541196715012,1.4825519040663515,1.0582100056811816,0.00127717161720073,0.03652886986796484
Acropora_011933,0.33423804452522865,K24936,NA,149.87871733616404,0.33423804452522865,0.6120148692253112,0.00187513543591353,0.04782633259422282
Acropora_012149,0.787631870340995,K26456,NA,432.3009712936573,0.787631870340995,0.26291464106710055,5.242531483208581e-4,0.019005093153114178
Acropora_012770,0.031302285263628125,K24675,"DNA-binding transcription factor activity, RNA polymerase II-specific",0.7312931607903891,0.03130228526362812,0.434106446175266,3.143144706309553e-7,3.179329201465117e-5
Acropora_012931,0.03207668926126491,K24431,CUB and zona pellucida-like domain-containing protein,1.8001062419455731,0.03207668926126491,0.4342554980053366,1.0913937720963609e-7,3.179329201465117e-5
Acropora_012943,1.1754855342242783,K21954,NA,526.9956474920656,1.1754855342242785,0.4230297294669332,3.3586443209371726e-4,0.01354958144726716
Acropora_013154,-0.8029731661581374,K09632,digestion,2446.103858632185,-0.8029731661581374,0.253571134379269,3.0530153940924596e-4,0.01253610439839628
Acropora_013181,0.2611233272957377,K22936,positive regulation of low-density lipoprotein particle receptor biosynthetic process,9.110873681190524,0.2611233272957377,0.5542962843424547,0.00118430738246489,0.03453363447004448
Acropora_013202,1.2182887438179841,K19680,intraciliary transport,544.0243536704099,1.218288743817984,0.31115139272121517,1.3395820316646758e-5,8.366738858011663e-4
Acropora_013253,1.463911566589812,K10268,modulation by host of viral RNA genome replication,282.52293226957283,1.463911566589812,0.4358412859963356,1.472741366112369e-4,0.00681668860886296
Acropora_013385,0.12378103138131225,K12871,cwf18 pre-mRNA splicing factor,18.76226436113306,0.12378103138131225,0.4587793618313296,7.802424000363342e-4,0.02576290829164558
Acropora_013416,0.20745945740756552,K15502,ankyrin repeat,36.48243511568155,0.20745945740756552,0.4858173567292259,7.248218987547614e-4,0.02447867572081227
Acropora_013575,0.031843964559607016,K22860,regulation of vesicle fusion,1.2938263613983807,0.03184396455960701,0.4342130081246908,1.708604942398915e-7,3.179329201465117e-5
Acropora_013630,0.15394451448581012,K01415,Metalloendopeptidase activity. It is involved in the biological process described with proteolysis,43.43431082222483,0.15394451448581012,0.4600336863196502,0.00117353199025069,0.03450428311805301
Acropora_013705,-0.9472711426821876,K03992,complement component C4b binding,1815.3348593696385,-0.9472711426821876,0.27960725864722635,1.133197383464708e-4,0.00564722496313411
Acropora_013757,0.28496012905943724,K10478,ubiquitin protein ligase binding,27.74531704344888,0.28496012905943724,0.5558464114574595,0.00150348911974099,0.04110589452437271
Acropora_013940,-1.8240561715818149,K01432,"Catalyzes the hydrolysis of N-formyl-L-kynurenine to L- kynurenine, the second step in the kynurenine pathway of tryptophan degradation. Kynurenine may be further oxidized to nicotinic acid, NAD(H) and NADP(H). Required for elimination of toxic metabolites",73.15309256714859,-1.8240561715818149,0.636174346912452,1.5833146544148686e-4,0.00721573904921905
Acropora_013946,2.307350490511916,K00512,"Cytochrome P450, family 21, subfamily A, polypeptide 2",1502.8331863097544,2.307350490511916,0.5441139679178041,3.041380206739765e-6,2.1746917229984743e-4
Acropora_014099,1.1980553013088344,K07152,cellular copper ion homeostasis,82.54966695066017,1.1980553013088344,1.040375438999137,8.917237191059184e-4,0.02825842816694865
Acropora_014205,5.934248840940836,K05110,ephrin receptor activity,19.932234576569844,5.934248840940836,2.8924810428922325,1.279805337935258e-4,0.00612887840356247
Acropora_014469,1.6793546234660792,K10343,protein modification by small protein conjugation,226.60102514297327,1.6793546234660792,0.6206388631426345,8.694120495446195e-4,0.02765050346527182
Acropora_014579,0.2378990249965664,K00326,cytochrome b5 reductase,24.08484988908674,0.2378990249965664,0.5209755700843037,6.002944141649377e-4,0.02116956627912269
Acropora_014582,1.177285977201863,K10366,NA,1337.6789453686374,1.177285977201863,0.5586719748179259,0.00166355574437404,0.04385906875625951
Acropora_014683,0.834746206644769,K12275,posttranslational protein targeting to endoplasmic reticulum membrane,1179.0861556372286,0.834746206644769,0.22625179169205537,3.297727170498389e-5,0.00186326077949467
Acropora_014701,-0.938852506727781,K13251,translocon-associated protein,4660.374895635702,-0.938852506727781,0.33252108564988453,6.450556176674305e-4,0.02248808734685655
Acropora_014783,-0.916135391793504,K18933,Pyridoxal-dependent decarboxylase conserved domain,6728.316668491174,-0.916135391793504,0.318697251348962,4.494533877103568e-4,0.01697607549646987
Acropora_014789,1.668856744408771,K07962,Belongs to the small GTPase superfamily. Arf family,478.7131005596227,1.668856744408771,0.40840590102589847,7.197306139521298e-6,4.6931867958840766e-4
Acropora_014859,-2.2291756033472825,K10478,BTB POZ domain-containing protein,61.94388583992473,-2.2291756033472825,0.617515540525797,1.992738515490421e-5,0.0012047062932131
Acropora_015022,-0.7334477208922789,K10457,protein K33-linked ubiquitination,1281.878684603786,-0.7334477208922789,0.28149277201232764,0.001766554978184,0.04567491774017897
Acropora_015075,1.2047351155200885,K03193,sulfotransferase activity,1052.637758205431,1.2047351155200885,0.3608572843067976,1.4052847794297072e-4,0.00657787475987684
Acropora_015078,2.3489017875165663,K09511,unfolded protein binding,422.6594386110475,2.3489017875165663,1.0876557515404504,4.060244998859491e-4,0.0158917656990093
Acropora_015083,4.194334349178182,K09510,unfolded protein binding,136.99840450280502,4.194334349178182,1.07100225335425,1.826366519116276e-6,1.3335047936758836e-4
Acropora_015091,4.9369905207791245,K10277,Cupin-like domain,15.246525126335705,4.9369905207791245,2.7512449647914488,6.292712979369271e-4,0.02200433327828013
Acropora_015108,1.163401744447825,K10358,motor activity,394.00499535081616,1.163401744447825,0.3223654694199327,4.603421028927957e-5,0.002545507692156
Acropora_015158,1.0461101347793644,K09540,"posttranslational protein targeting to membrane, translocation",794.0555447494726,1.0461101347793644,0.32817325306463546,1.5074539399253595e-4,0.00693094565372333
Acropora_015172,0.13709392530691614,K07918,ADP-ribosylation factor family,13.44111518779976,0.13709392530691614,0.46458191553654543,0.00130406406010354,0.03702218584768236
Acropora_015184,0.22419369031527236,K11997,NA,24.182963050719728,0.22419369031527236,0.5151797714534546,1.1975946317024022e-4,0.00582747012846529
Acropora_015247,0.15704129334282363,K14354,"Solute carrier organic anion transporter family, member",28.010676876032804,0.15704129334282363,0.4701243095202487,2.1338969796029264e-4,0.0092570058094239
Acropora_015264,1.496618455162038,K04373,ribosomal protein S6 kinase,2392.6932799192896,1.496618455162038,0.3860161751584963,1.0545609908870997e-5,6.707784265961626e-4
Acropora_015317,-0.7902232103913556,K07380,Contactin associated protein-like 2a,1185.171827690094,-0.7902232103913556,0.27057009951002414,8.218220077632742e-4,0.02654408279280257
Acropora_015542,0.04691244915079249,K24104,GTPase activity,1.751659219127592,0.04691244915079249,0.4356400646597836,9.17450600158655e-8,3.134053212971351e-5
Acropora_015580,0.030985118454760405,K23203,endothelial cell proliferation,0.5625332006079916,0.0309851184547604,0.4340402175865358,4.4031589132607506e-7,3.5634079630447816e-5
Acropora_015608,2.0759274759073008,K07763,Belongs to the peptidase M10A family,410.2282047428346,2.0759274759073008,0.6322882299478385,1.337127906815099e-4,0.00635933125589859
Acropora_015609,1.7628574657516245,K07995,Belongs to the peptidase M10A family,177.38874437504134,1.7628574657516245,0.6681814823799783,5.373005629942201e-4,0.01937645995521417
Acropora_015624,2.3782842909849355,K04712,sphingolipid delta-4 desaturase activity,25.75830701422403,2.3782842909849355,2.3323237701715662,0.00166030512800892,0.04385906875625951
Acropora_015642,1.1993741664905762,K14290,ribosomal small subunit export from nucleus,1850.251967540052,1.1993741664905762,0.4301314941566721,6.723952173701097e-4,0.02308408481355396
Acropora_015726,4.931491234163942,K03174,thioesterase binding,3092.8873172918065,4.931491234163942,0.7564051706370892,5.1287701667348706e-11,6.255892833965546e-8
Acropora_015738,0.06683946284127064,K17094,NA,17.705235732495314,0.06683946284127064,0.4400968929942236,7.493986415558952e-4,0.0250443533281527
Acropora_015771,-1.6515171068505143,K01183,Belongs to the glycosyl hydrolase 18 family,253.15873721050988,-1.6515171068505143,0.43071010575769664,3.103166262697261e-6,2.19615206905428e-4
Acropora_015776,0.05133231498731865,K04285,7 transmembrane receptor (rhodopsin family),1.3678018133553045,0.05133231498731865,0.43671150258217817,5.881345465350473e-10,4.0651859856502483e-7
Acropora_015787,6.206437979448808,K04515,calmodulin-dependent protein kinase activity,9.373928220727384,6.206437979448808,2.232057513126709,1.2000046994862468e-4,0.00582747012846529
Acropora_015874,-0.9675905568167323,K13217,mRNA 5'-splice site recognition,855.6067986532044,-0.96759055681673245,0.3928786308105798,0.00114054841646736,0.03373810551193623
Acropora_015916,0.03145821800364011,K21870,Barrier to autointegration factor,0.8437998009119875,0.03145821800364011,0.43413789026375565,2.671474944827968e-7,3.179329201465117e-5
Acropora_016030,1.683425864490554,K02183,to Saccharomyces cerevisiae CMD1 (YBR109C),103.25758658637322,1.683425864490554,0.6261011903217387,1.2614558636172925e-4,0.00607024934535863
Acropora_016038,5.054033676516957,K17592,NA,41.85304676443086,5.054033676516957,3.406062049586137,8.213126230922468e-6,5.289049239888456e-4
Acropora_016046,1.3297339765865999,K19753,leucine rich repeat containing 6,152.29745552637877,1.3297339765866,0.420380048363808,1.4912072139901838e-4,0.00688678681276179
Acropora_016137,8.649103395985486,K07874,plasma membrane to endosome transport,15.249291732465457,8.649103395985486,3.1853190108076803,7.16724525742711e-6,4.688328001829923e-4
Acropora_016177,0.031208853294181483,K04131,melanocortin receptor activity,0.6750398407295899,0.03120885329418148,0.4340873419275827,3.4419244259485274e-7,3.186238611449494e-5
Acropora_016362,0.332252432057403,K16896,NAADP-sensitive calcium-release channel activity,15.781656776988305,0.332252432057403,0.6266294981752536,2.5967908855956806e-4,0.0110342327466623
Acropora_016607,-0.6917689695742042,K05699,actin binding,7701.517796011506,-0.6917689695742042,0.2655157842252232,0.00166246656075999,0.04385906875625951
Acropora_016629,0.03205739115752305,K14300,nuclear pore localization,1.743852921884774,0.03205739115752305,0.43425202697313353,1.1343575360625253e-7,3.179329201465117e-5
Acropora_016687,2.2178567028743044,K04201,NA,30.654222729528023,2.2178567028743044,1.2665260391058335,0.00190072246810278,0.04841938709899176
Acropora_016734,0.14799987585061994,K24814,HEAT repeat-containing protein,20.371844714552395,0.14799987585061994,0.4706849392084121,1.471770840552433e-4,0.00681668860886296
Acropora_017040,-0.702338056748255,K13912,CD5 molecule-like,1471.1720459962648,-0.702338056748255,0.25105765812526476,0.0011857613687631,0.03453363447004448
Acropora_017215,2.8915846337375593,K24936,NA,21.328034090287517,2.8915846337375593,3.284461022153726,6.624617234666384e-5,0.0035680016357933
Acropora_017481,1.3151155950340594,K11655,chromatin remodeling,1329.2043881808256,1.3151155950340594,0.3621596627619813,2.6948687898785457e-5,0.00157410702047666
Acropora_017542,4.2339506889302045,K19766,Belongs to the small heat shock protein (HSP20) family,7537.045462399816,4.2339506889302045,0.5103496442293691,2.7660865102007758e-17,1.433939246888082e-13
Acropora_017565,-0.813286355078584,K10703,3-hydroxyacyl-CoA dehydratase activity,8894.068450187147,-0.813286355078584,0.308589021696373,0.00135211573690608,0.03799115436380013
Acropora_017584,-0.2218306370222121,K07874,phagosome acidification,18.59008997970224,-0.2218306370222121,0.5184188722225942,0.00142672615508914,0.03971086382809183
Acropora_017642,1.0996370573104517,K05127,Protein tyrosine kinase,396.45304021980286,1.0996370573104517,0.4023042250472402,6.753506171251756e-4,0.02314722379621098
Acropora_017709,2.435451314402518,K00548,5-methyltetrahydrofolate-dependent methyltransferase activity,112.25715729021096,2.435451314402518,0.8010159982840708,1.918866797653051e-5,0.00116685108258456
Acropora_017710,1.3531062731210592,K11149,retinol dehydrogenase activity,316.75700605761574,1.3531062731210592,0.40478622350139454,7.157873296056687e-5,0.00381206715642609
Acropora_017734,1.6426874648455643,K20826,DNA-directed 5'-3' RNA polymerase activity,326.4180080541342,1.6426874648455645,0.48580637389402587,1.0862512536021708e-4,0.0054275918059505
Acropora_017735,1.946679471895974,K04079,unfolded protein binding,13162.885792101708,1.946679471895974,0.31330114067833675,3.4640473857966795e-10,2.873219463675198e-7
Acropora_017877,0.25193336630622126,K24538,molybdopterin synthase activity,18.17977712209354,0.25193336630622126,0.5343539975979796,2.7470361001545704e-4,0.01158851667281888
Acropora_017881,-0.8484195078193909,K14970,Y-form DNA binding,534.4483060737396,-0.8484195078193909,0.32078629990330065,0.00178984528205303,0.04599037393884969
Acropora_017923,-1.1245213057669514,K04378,serum response element binding,298.2161507530572,-1.1245213057669514,0.4628436791709748,0.00160654206945826,0.04292945406222503
Acropora_018006,-0.8765637469986732,K00654,serine C-palmitoyltransferase activity,1307.4091337864145,-0.8765637469986732,0.27076608308581346,2.224404732037096e-4,0.00956955529533635
Acropora_018032,0.1925810679925979,K25461,NA,20.12860304419877,0.1925810679925979,0.491876288504988,8.926152801577628e-4,0.02825842816694865
Acropora_018168,0.38284203722577775,K18592,glutathione hydrolase activity,41.37654459842,0.38284203722577775,0.6803819224151856,9.860831844100386e-5,0.00499936941611896
Acropora_018207,-0.7821051958967643,K18592,glutathione hydrolase activity,1091.3383821663924,-0.7821051958967643,0.24935974086949356,3.9475445328362383e-4,0.01556203107089206
Acropora_018267,0.18617954668721245,K12492,GTPase activator activity,18.57629491587018,0.18617954668721243,0.4886822717846545,5.118310716268763e-4,0.01868543855854737
Acropora_018340,1.6822825545367575,K10448,NA,200.4472260001048,1.6822825545367577,1.947861646635897,2.7657601636193346e-4,0.01158851667281888
Acropora_018344,0.03888237667649431,K11699,RNA-directed 5'-3' RNA polymerase activity,9.940484467704838,0.03888237667649431,0.4336086019496917,0.00150554767757011,0.04110589452437271
Acropora_018371,1.4051400021220097,K12486,stromal membrane-associated protein,185.4142706600715,1.4051400021220095,0.5712448542482992,8.470997476303809e-4,0.02706542429408872
Acropora_018375,-1.009946915857704,K19383,"transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding",327.41956622327467,-1.009946915857704,0.3168980095693109,2.1130792382293e-4,0.00918591427335907
Acropora_018385,1.4283912527959863,K04659,negative regulation of dendritic cell antigen processing and presentation,167.4017230398544,1.4283912527959863,1.9323753831944963,4.721771444509322e-4,0.01764155904024239
Acropora_018422,2.07252170896536,K03375,"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity",153.79002169223858,2.07252170896536,1.6248506114519192,7.99149981306592e-4,0.02597362697864183
Acropora_018465,0.031208853294181483,K04593,Belongs to the G-protein coupled receptor 2 family,0.6750398407295899,0.03120885329418148,0.4340873419275827,3.4419244259485274e-7,3.186238611449494e-5
Acropora_018496,1.2421114656630363,K17499,Sigma factor PP2C-like phosphatases,327.9684952568156,1.2421114656630363,0.42600369770097446,1.5341636776211186e-4,0.0070381455794583
Acropora_018503,2.019142871469018,K08892,ATP binding. It is involved in the biological process described with protein phosphorylation,275.1262254179927,2.019142871469018,0.8511435694897985,4.217814630005458e-4,0.01628689090647917
Acropora_018509,0.7171895413469727,K03255,intracellular distribution of mitochondria,717.5691427945392,0.7171895413469727,0.23217534453559596,4.763022729109499e-4,0.01773178443641195
Acropora_018619,0.3019406091827951,K15837,CHAT domain,14.627702701870708,0.3019406091827951,0.5868213964525678,0.00171873807026896,0.04482987751584551
Acropora_018645,0.25195582819668094,K04468,MAP kinase activity,18.8926764662316,0.25195582819668094,0.5280377674433723,8.041321004982581e-4,0.02609465295138009
Acropora_018666,0.3551523464558373,K21437,GPCR-chaperone,29.24370460113151,0.3551523464558373,0.6619188726029492,6.747946361430041e-5,0.00362501077074127
Acropora_018777,2.953800827448047,K00327,nitric oxide catabolic process,87.11114414462686,2.953800827448047,1.2418726108357117,1.9364449511953132e-4,0.00861676448669227
Acropora_018913,1.356920511845482,K14537,Nucleolar GTP-binding protein 2,365.457818664431,1.356920511845482,0.37145369263396416,1.3798086372965672e-5,8.592105676571057e-4
Acropora_018925,2.5649684237672643,K16342,"phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine)",1281.7246278858545,2.5649684237672643,0.536359029931206,2.4383298128725274e-7,3.179329201465117e-5
Acropora_019222,0.22971557230280196,K09705,Cupin superfamily (DUF985),21.39566283190944,0.22971557230280196,0.522777206696519,0.00158068997910599,0.04240257103071408
Acropora_019241,0.27183836996160204,K09613,macrophage migration inhibitory factor binding,14.61268258688137,0.27183836996160204,0.555885288013195,0.00125268753273164,0.0361285011238264
Acropora_019361,0.031659785860202495,K09866,Belongs to the MIP aquaporin (TC 1.A.8) family,1.1813197212767823,0.03165978586020249,0.4341863391890017,2.099645693417305e-7,3.179329201465117e-5
Acropora_019430,-1.1353321871589561,K01366,Belongs to the peptidase C1 family,1231.9335460505486,-1.135332187158956,0.24189150985840308,3.352507857862238e-7,3.186238611449494e-5
Acropora_019531,1.8956192147079995,K16526,anchor protein 10,31.73853644978087,1.8956192147079995,1.2286112632992126,6.965949943009657e-4,0.02371854483058263
Acropora_019536,4.292786196533268,K04426,protein serine/threonine kinase activity,1703.6083914362614,4.292786196533268,0.7062229801554227,1.7688206353297935e-10,1.594707160617331e-7
Acropora_019545,0.3354467640513906,K23222,Transposase DDE domain,27.763581648145852,0.3354467640513906,0.6434361940666394,8.941567199689491e-5,0.00461224720031744
Acropora_019652,-0.9274830011229951,K13098,retinoid X receptor binding,1573.7897939689312,-0.9274830011229952,0.3586188915786685,0.00150658178233619,0.04110589452437271
Acropora_019656,1.8536477412810666,K16756,NA,1059.5375634529662,1.8536477412810664,0.6023742858207282,4.289927662105731e-5,0.00239128870971571
Acropora_019683,0.2837421009853505,K00273,FAD dependent oxidoreductase,17.109211673403593,0.2837421009853505,0.5894368221543672,1.9465384104236505e-4,0.00864313072345713
Acropora_019732,0.1863204090026853,K16794,nuclear migration,19.847791329256616,0.1863204090026853,0.49208269831810714,0.00135622727405283,0.03802278983920951
Acropora_019764,0.17440131555414784,K00910,Belongs to the protein kinase superfamily. AGC Ser Thr protein kinase family. GPRK subfamily,179.29521479725747,0.17440131555414784,0.468466772165,0.00145770971275656,0.04024909268138497
Acropora_019841,-0.8177397513348875,K10632,BRCA1 associated protein,3637.97401588705,-0.8177397513348875,0.23154717071007805,6.398305327950028e-5,0.00345508487709301
Acropora_019911,0.02641737405683458,K11729,very-long-chain-acyl-CoA dehydrogenase activity,20.553630302412383,0.02641737405683458,0.43302788017845784,0.00109948550829595,0.03304192971018114
Acropora_019982,0.2428761517519175,K15789,L-threonine 3-dehydrogenase,16.900070527199478,0.2428761517519175,0.5299512205251521,4.7369508245909814e-4,0.01766644106092061
Acropora_019983,2.861613978625707,K09228,nucleic acid binding,248.81780039494575,2.861613978625707,0.9372925084824152,6.942840393329724e-5,0.00371048294835271
Acropora_020085,-0.9590092491556468,K16482,Anaphase-promoting complex subunit 4 WD40 domain,437.4465767100599,-0.9590092491556468,0.2264870682841807,3.3562848050349937e-6,2.351213571527217e-4
Acropora_020134,3.5358560477570475,K23210,L(3)mbt-like 2 (Drosophila),44.0799480388233,3.5358560477570475,1.956493777468198,1.3816090255818435e-4,0.00648168433358939
Acropora_020193,-1.0401933811208766,K02971,Belongs to the eukaryotic ribosomal protein eS21 family,12391.654176807844,-1.0401933811208766,0.28858109194505116,2.208575617186637e-5,0.00131223564464132
Acropora_020277,0.031208853294181483,K04362,binding. It is involved in the biological process described with,0.6750398407295899,0.03120885329418148,0.4340873419275827,3.4419244259485274e-7,3.186238611449494e-5
Acropora_020282,0.14492804376378937,K05126,fibroblast growth factor-activated receptor activity,28.404156408871597,0.14492804376378937,0.46473242277079624,3.329800455112858e-4,0.01348569184320707
Acropora_020292,0.6723725962910925,K25551,Trichohyalin-plectin-homology domain,514.6738703184672,0.6723725962910925,0.2502807057630307,0.00168472640229724,0.04422086921270339
Acropora_020329,1.7698644874807097,K17916,"ATP-dependent microtubule motor activity, plus-end-directed",784.8236921427532,1.7698644874807097,0.667225758720275,1.7135616226771145e-4,0.00775816895367525
Acropora_020540,1.000773192666153,K09486,negative regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway,2574.6279430448026,1.000773192666153,0.20813803246499615,3.9397301302624833e-7,3.5634079630447816e-5
Acropora_020541,0.03159325930902061,K07497,"transposition, RNA-mediated",0.9563064410335858,0.03159325930902061,0.4341637351131653,2.316532126558745e-7,3.179329201465117e-5
Acropora_020751,-1.225175775550752,K10450,NA,163.7293308985309,-1.225175775550752,0.5914699649423186,0.00164517526887858,0.04374894656685916
Acropora_021106,0.1510753325667035,K06772,IgLON family member 5,48.19226534443942,0.1510753325667035,0.4599140060087359,6.635457866871761e-4,0.02285595586834764
Acropora_021271,0.7734951249525599,K05665,"ATPase activity, coupled to transmembrane movement of substances",652.027198269632,0.7734951249525599,0.27416266739006057,7.207106491833279e-4,0.02441937258409393
Acropora_021644,-1.899401248330995,K09267,Transcription factor,67.90597450161515,-1.899401248330995,0.9488085951985232,0.00118197370653385,0.03453363447004448
Acropora_021678,2.135655642503307,K20232,Sterile alpha motif (SAM)/Pointed domain,1789.985623856326,2.135655642503307,0.6691104477101513,2.6138138427097153e-5,0.00153107468481436
Acropora_021684,1.6256999858423489,K09435,sequence-specific DNA binding,18420.202517022477,1.6256999858423489,0.4475083668575365,2.3554846201466996e-5,0.00138759457623187
Acropora_021687,5.3287434085263845,K16763,NA,26.259747835574444,5.3287434085263845,2.1641937079319034,4.128119187701675e-6,2.843876394557539e-4
Acropora_021887,0.03181722940149018,K13051,Asparaginase,1.2375730413375816,0.03181722940149018,0.4342072513499445,1.9115774271401628e-7,3.179329201465117e-5
Acropora_021888,3.6887972187556253,K16311,negative regulation of triglyceride biosynthetic process,4837.369120230477,3.6887972187556257,0.4877154886532145,2.4156010776222467e-14,7.155700563653559e-11
Acropora_021916,-2.6350654957480417,K22656,NA,527.5299198627358,-2.6350654957480417,0.3995379218196683,1.842011787328561e-13,4.774494552755628e-10
Acropora_021950,-0.8546035035276783,K02966,ribosomal small subunit assembly,5274.827566624286,-0.8546035035276783,0.29639087444061424,5.37107556692856e-4,0.01937645995521417
Acropora_022078,0.1574875833523071,K01013,thiosulfate sulfurtransferase activity,10.100980858005403,0.1574875833523071,0.47596312882244834,0.00168179044857142,0.04419975505903301
Acropora_022079,-2.6847250467689525,K13180,snRNA processing,33.81838900133496,-2.6847250467689525,1.5449997293763391,0.00105010028538693,0.03197485979116508
Acropora_022095,0.031643627893288354,K13750,Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family,0.9000531209727867,0.03164362789328835,0.4341643726825761,2.467728582465876e-7,3.179329201465117e-5
Acropora_022169,0.04943077610956719,K14457,O-acyltransferase,1.4273285989529587,0.04943077610956719,0.436282606349763,4.979403426333629e-10,3.7336014579162995e-7
Acropora_022334,-0.9127833431688913,K02997,positive regulation of translational fidelity,9176.442174133448,-0.9127833431688912,0.2761989918884167,1.349455240076879e-4,0.00638865384891191
Acropora_022380,-0.847120970369716,K02957,Belongs to the universal ribosomal protein uS8 family,7782.980442368442,-0.847120970369716,0.30351022717846293,0.0010076542021692,0.03113966845928568
Acropora_022459,0.18817839794452626,K24759,WD repeat domain 90,17.71936881954637,0.18817839794452623,0.4881702195704452,2.089994771435681e-4,0.00910537948366065
Acropora_022626,0.11756466167747212,K06639,dual specificity protein phosphatase,24.08138523813226,0.11756466167747212,0.45672239763486494,2.028620578005655e-4,0.00893109900329623
Acropora_022651,1.3389017495023734,K04988,polycystic kidney disease protein 1-like,923.5256694018152,1.3389017495023734,0.5133425284125889,5.914995405748098e-4,0.02093060490334344
Acropora_022804,3.9063472493357536,K09402,positive regulation of lung ciliated cell differentiation,190.16893176863607,3.9063472493357536,0.7421898174177723,2.3701475739201163e-9,1.2861044986397789e-6
Acropora_023015,0.14923120678531543,K24936,NA,10.62308863748156,0.14923120678531543,0.47004345261220815,0.00102153008814775,0.0313814043078989
Acropora_023159,-1.1153839362736975,K14304,structural constituent of nuclear pore,418.1562867793619,-1.1153839362736977,0.3259033804540534,7.378399779949423e-5,0.00389309154801606
Acropora_023244,1.4927155719877685,K24936,regulation of mitotic cell cycle,36.07112522829443,1.4927155719877685,1.5266365437992884,0.00109510016631734,0.03300580966389033
Acropora_023430,4.386737367238347,K09207,factor 5,2081.8185687567516,4.386737367238347,1.3221636956576617,3.896940038803398e-6,2.6935649548209085e-4
Acropora_023492,0.6827315949241926,K15176,positive regulation of histone H3-K79 methylation,1137.5411159408793,0.6827315949241926,0.2353108154791421,0.00115803932005876,0.03415804173647022
Acropora_023565,7.7658754865537745,K25426,PIH1 domain-containing protein,8.616317114955896,7.7658754865537745,3.441864094755285,4.4643628583222473e-4,0.01692377115725231
Acropora_023681,0.22727419589397443,K19601,NA,28.072531395858977,0.22727419589397443,0.5200622203575864,3.716166416987796e-6,2.594559825678752e-4
Acropora_023766,-1.0729707568898026,K16816,diolein transacylation activity,975.6624265377824,-1.0729707568898026,0.3854373392450466,5.875984418398447e-4,0.02082810476921542
Acropora_023891,4.818981513939327,K14388,Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family,14.4623961492241,4.818981513939327,2.9099888071358646,3.2159918463635953e-4,0.01312732419806998
Acropora_023988,1.612670910792926,K01883,cysteine-tRNA ligase activity,141.3097191402488,1.612670910792926,1.1629925819137947,0.00165002026767297,0.0438089888226207
Acropora_024008,0.12970804678465242,K03068,lipoprotein receptor-related protein,26.38132586924842,0.12970804678465242,0.4583282925182702,0.00128041135982039,0.03657108809536603
Acropora_024054,-1.234491304704132,K09109,V-myc avian myelocytomatosis viral oncogene homolog,259.3221420560928,-1.234491304704132,0.5994643398348072,6.591529762242863e-4,0.02275878378294629
Acropora_024063,1.650215083795448,K09109,NA,535.685773488943,1.650215083795448,0.44544447311749275,4.668820392265613e-5,0.00257480477803244
Acropora_024072,1.5983572802849655,K11338,ATP-dependent 5'-3' DNA helicase activity,32.65203152864641,1.5983572802849657,1.9719052860555644,0.00148139715065416,0.04069587703136489
Acropora_024288,0.2742594055520192,K04203,NA,19.43501917252793,0.2742594055520192,0.5623856188716789,0.00148955690339055,0.04085641792156937
Acropora_024296,0.5579481708477174,K09666,"protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1",36.14222718361223,0.5579481708477174,1.07205685473147,1.5027475966797888e-4,0.00692466092550046
Acropora_024362,1.3781071417221467,K25546,calmodulin binding,140.44441629827574,1.3781071417221469,0.6950317036989776,8.81051596166278e-4,0.02797777319770894
Acropora_024379,0.16801843838380306,K09592,negative regulation of CAMKK-AMPK signaling cascade,51.77374352632374,0.16801843838380306,0.47055806045350457,4.44010162232002e-4,0.01686262769971207
Acropora_024461,0.20160178962521644,K00111,sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity,59.47830448058352,0.20160178962521644,0.4991096859948496,2.718485656414677e-4,0.01150418746355403
Acropora_024513,-0.8570253218920446,K01669,Deoxyribodipyrimidine photo-lyase activity. It is involved in the biological process described with DNA repair,423.52442731834645,-0.8570253218920446,0.268062521505128,3.1241946450473375e-4,0.01280302374697659
Acropora_025076,1.2306184960656505,K05398,TIR domain,288.35107909909647,1.2306184960656503,1.097184274324441,0.00179332515184017,0.04602276033237348
Acropora_025219,0.1496066615336148,K01053,gluconolactonase activity,27.19476288667365,0.1496066615336148,0.46720213007796224,1.2356224128282143e-4,0.00597246301920882
